2025-10-30 16:25:26 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Imported 0 records to categories
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Imported 3 records to stores
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Imported 10 records to staffs
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Imported 0 records to products
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Imported 0 records to stocks
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Total records imported: 13
2025-10-30 20:00:57 | INFO     | no-corre | etl.database         | Completed CSV import
2025-10-30 20:01:22 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-30 20:06:25 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 07:16:35 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 07:50:26 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 07:52:05 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 07:52:32 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 07:52:48 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 07:59:20 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 07:59:41 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 07:59:58 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 11:43:32 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 11:43:45 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 11:44:05 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Starting table creation
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: brands
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: categories
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: stores
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: staffs
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: products
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: stocks
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: orders
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: order_items
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Created table: customers
2025-10-31 14:18:08 | INFO     | no-corre | etl.database         | Completed table creation
2025-10-31 14:18:26 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-03 10:15:51 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-03 10:15:53 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-03 12:05:40 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-03 12:05:40 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-03 12:07:04 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-03 12:07:05 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-03 13:32:07 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-03 13:32:07 | WARNING  | no-corre | etl.database         | No CSV files found to import
2025-11-03 13:32:36 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-03 13:32:36 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-03 13:42:34 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-03 13:42:34 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-03 13:43:27 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-03 13:43:27 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-04 10:36:36 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-04 10:36:36 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-04 10:37:10 | INFO     | no-corre | etl.database         | Created 9 tables
2025-11-04 10:37:10 | INFO     | no-corre | etl.database         | All tables created and CSV data imported successfully
2025-11-05 15:53:41 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 15:55:18 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\brands.csv
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | Error reading CSV file brands.csv: [CSV_FILE_NOT_FOUND] CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\brands.csv (Operation: read_csv_file) (Component: database_manager)
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\categories.csv
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | Error reading CSV file categories.csv: [CSV_FILE_NOT_FOUND] CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\categories.csv (Operation: read_csv_file) (Component: database_manager)
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\stores.csv
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | Error reading CSV file stores.csv: [CSV_FILE_NOT_FOUND] CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\stores.csv (Operation: read_csv_file) (Component: database_manager)
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\staffs.csv
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | Error reading CSV file staffs.csv: [CSV_FILE_NOT_FOUND] CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\staffs.csv (Operation: read_csv_file) (Component: database_manager)
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\products.csv
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | Error reading CSV file products.csv: [CSV_FILE_NOT_FOUND] CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\products.csv (Operation: read_csv_file) (Component: database_manager)
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\stocks.csv
2025-11-05 15:55:23 | ERROR    | no-corre | etl.database         | Error reading CSV file stocks.csv: [CSV_FILE_NOT_FOUND] CSV file not found: C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\src\data\CSV\stocks.csv (Operation: read_csv_file) (Component: database_manager)
2025-11-05 15:57:20 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-05 15:57:23 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-05 16:03:25 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:09:25 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:10:26 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-05 16:10:30 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-05 16:11:32 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:14:18 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-05 16:14:21 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-05 16:16:19 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:18:03 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-05 16:18:06 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-05 16:18:30 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:22:22 | INFO     | no-corre | etl.database         | Database connections closed
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-05 16:26:52 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-05 16:26:55 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: brands
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: categories
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: stores
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: staffs
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: customers
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: products
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: stocks
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: orders
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | Created/verified table: order_items
2025-11-05 16:26:59 | INFO     | no-corre | etl.database         | All 9 tables created successfully
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-05 16:28:11 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-05 16:28:12 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-06 09:02:48 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-06 09:02:49 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Reading brands.csv with standard pandas
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Read 9 rows from brands.csv
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Reading categories.csv with standard pandas
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Read 7 rows from categories.csv
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Reading stores.csv with standard pandas
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Read 3 rows from stores.csv
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with standard pandas
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Read 10 rows from staffs.csv
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Reading products.csv with standard pandas
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Read 321 rows from products.csv
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with standard pandas
2025-11-06 09:25:08 | DEBUG    | no-corre | etl.database         | Read 939 rows from stocks.csv
2025-11-06 09:25:09 | INFO     | no-corre | etl.database         | API data export functionality - placeholder implementation
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_customers
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Starting batch insert of 1445 records into customers
2025-11-06 15:18:44 | DEBUG    | no-corre | etl.database         | Batch 1: Inserted 1000 records into customers
2025-11-06 15:18:44 | DEBUG    | no-corre | etl.database         | Batch 2: Inserted 445 records into customers
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Completed batch insert: 1445/1445 records inserted into customers, 0 errors
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_customers
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_orders
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Starting batch insert of 1615 records into orders
2025-11-06 15:18:44 | DEBUG    | no-corre | etl.database         | Batch 1: Inserted 1000 records into orders
2025-11-06 15:18:44 | ERROR    | no-corre | etl.database         | Failed to get database connection
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Completed batch insert: 1000/1615 records inserted into orders, 615 errors
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_orders
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_order_items
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Starting batch insert of 5 records into order_items
2025-11-06 15:18:44 | ERROR    | no-corre | etl.database         | Failed to get database connection
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Completed batch insert: 0/5 records inserted into order_items, 5 errors
2025-11-06 15:18:44 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_order_items
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_customers
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Starting batch insert of 1445 records into customers
2025-11-06 15:31:56 | DEBUG    | no-corre | etl.database         | Batch 1: Inserted 1000 records into customers
2025-11-06 15:31:56 | DEBUG    | no-corre | etl.database         | Batch 2: Inserted 445 records into customers
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Completed batch insert: 1445/1445 records inserted into customers, 0 errors
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_customers
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_orders
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Starting batch insert of 1615 records into orders
2025-11-06 15:31:56 | DEBUG    | no-corre | etl.database         | Batch 1: Inserted 1000 records into orders
2025-11-06 15:31:56 | ERROR    | no-corre | etl.database         | Failed to get database connection
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Completed batch insert: 1000/1615 records inserted into orders, 615 errors
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_orders
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_order_items
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Starting batch insert of 5 records into order_items
2025-11-06 15:31:56 | ERROR    | no-corre | etl.database         | Failed to get database connection
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Completed batch insert: 0/5 records inserted into order_items, 5 errors
2025-11-06 15:31:56 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_order_items
2025-11-06 15:33:43 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_customers
2025-11-06 15:33:43 | INFO     | no-corre | etl.database         | Starting batch insert of 1445 records into customers
2025-11-06 15:33:43 | DEBUG    | no-corre | etl.database         | Batch 1: Inserted 1000 records into customers
2025-11-06 15:33:43 | DEBUG    | no-corre | etl.database         | Batch 2: Inserted 445 records into customers
2025-11-06 15:33:43 | INFO     | no-corre | etl.database         | Completed batch insert: 1445/1445 records inserted into customers, 0 errors
2025-11-06 15:33:43 | INFO     | no-corre | etl.database         | Completed operation: batch_insert_customers
2025-11-06 15:33:43 | INFO     | no-corre | etl.database         | Starting operation: batch_insert_orders
2025-11-06 15:33:43 | INFO     | no-corre | etl.database         | Starting batch insert of 1615 records into orders
2025-11-06 15:33:43 | ERROR    | no-corre | etl.database         | Failed to get database connection
2025-11-06 15:33:43 | ERROR    | no-corre | etl.database         | Failed to get database connection
